"","Year","Land_Ocean_Temp","CO2_Concentration","N2O_Concentration","CH4_Concentration","Year1","Entity","Population","GDP_PerCap","GDP_Rank","CO2_Share","CO2_Share_Rank","Year2","Entity1","CO2_Emissions","CO2_PerCap","CO2_PerCapRank","N2O_Emissions","N2O_PerCap","N2O_PerCapRank","Year3","Entity2","CH4_Emissions","CH4_PerCap","CH4_PerCapRank"
"3405","1957",13.97,315.34,NA,NA,"1957","Lebanon",163.7,NA,NA,0.0259,"Less Than 0.5%","1957","Lebanon",206.6496,1.2623677458766,"High",NA,NA,NA,"1957","Lebanon",NA,NA,NA
"3406","1958",14.03,315.34,NA,NA,"1958","Lebanon",169.1,NA,NA,0.0241,"Less Than 0.5%","1958","Lebanon",198.2224,1.17221998817268,"High",NA,NA,NA,"1958","Lebanon",NA,NA,NA
"3407","1959",13.98,315.97,NA,NA,"1959","Lebanon",174.7,NA,NA,0.0272,"Less Than 0.5%","1959","Lebanon",244.821469,1.40138219232971,"High",NA,NA,NA,"1959","Lebanon",NA,NA,NA
"3408","1960",13.95,316.91,291.4,1262.97,"1960","Lebanon",180.5,NA,NA,0.0274,"Less Than 0.5%","1960","Lebanon",257.600895,1.42715177285319,"High",NA,NA,NA,"1960","Lebanon",NA,NA,NA
"3409","1961",14,317.64,NA,NA,"1961","Lebanon",186.5,NA,NA,0.0283,"Less Than 0.5%","1961","Lebanon",267.851181,1.43619936193029,"High",NA,NA,NA,"1961","Lebanon",NA,NA,NA
"3410","1962",14.01,318.45,NA,NA,"1962","Lebanon",192.5,NA,NA,0.029,"Less Than 0.5%","1962","Lebanon",285.077924,1.48092428051948,"High",NA,NA,NA,"1962","Lebanon",NA,NA,NA
"3411","1963",14.02,318.99,NA,NA,"1963","Lebanon",198.5,NA,NA,0.0291,"Less Than 0.5%","1963","Lebanon",302.283866,1.52284063476071,"High",NA,NA,NA,"1963","Lebanon",NA,NA,NA
"3412","1964",13.76,319.62,NA,NA,"1964","Lebanon",204.1,NA,NA,0.0297,"Less Than 0.5%","1964","Lebanon",326.105809,1.59777466438021,"High",NA,NA,NA,"1964","Lebanon",NA,NA,NA
"3413","1965",13.83,320.04,292.9,1328.47,"1965","Lebanon",209.2,NA,NA,0.0289,"Less Than 0.5%","1965","Lebanon",331.19975,1.58317280114723,"High",NA,NA,NA,"1965","Lebanon",NA,NA,NA
"3414","1966",13.89,321.38,NA,NA,"1966","Lebanon",213.7,NA,NA,0.0301,"Less Than 0.5%","1966","Lebanon",362.293233,1.69533567150211,"High",NA,NA,NA,"1966","Lebanon",NA,NA,NA
"3415","1967",13.9,322.16,NA,NA,"1967","Lebanon",217.5,NA,NA,0.0287,"Less Than 0.5%","1967","Lebanon",356.463521,1.63891274022989,"High",NA,NA,NA,"1967","Lebanon",NA,NA,NA
"3416","1968",13.87,323.04,NA,NA,"1968","Lebanon",221.1,NA,NA,0.0283,"Less Than 0.5%","1968","Lebanon",369.332094,1.67043009497965,"Low",NA,NA,NA,"1968","Lebanon",NA,NA,NA
"3417","1969",14.01,324.62,NA,NA,"1969","Lebanon",225,NA,NA,0.0314,"Less Than 0.5%","1969","Lebanon",434.41163,1.93071835555556,"Low",NA,NA,NA,"1969","Lebanon",NA,NA,NA
"3418","1970",13.96,325.68,294.9,1403.19,"1970","Lebanon",229.7,NA,NA,0.0265,"Less Than 0.5%","1970","Lebanon",394.071971,1.71559412712233,"Low",36.3688899999999,0.158332128863735,"Very Low","1970","Lebanon",54.5394,0.237437527209404,"Very Low"
"3419","1971",13.83,326.32,NA,NA,"1971","Lebanon",235.4,NA,NA,0.0344,"Less Than 0.5%","1971","Lebanon",530.064007,2.25175873831776,"High",41.49877,0.176290441801189,"Very Low","1971","Lebanon",55.8363,0.237197536108751,"Very Low"
"3420","1972",13.94,327.45,NA,NA,"1972","Lebanon",241.8,NA,NA,0.0353,"Less Than 0.5%","1972","Lebanon",565.331648,2.33801343258892,"High",43.74255,0.180903846153846,"Very Low","1972","Lebanon",57.3474,0.237168734491315,"Very Low"
"3421","1973",14.09,329.68,NA,NA,"1973","Lebanon",248.2,NA,NA,0.0418,"Less Than 0.5%","1973","Lebanon",706.673724,2.84719469782434,"High",47.73163,0.192311160354553,"Very Low","1973","Lebanon",57.8109,0.232920628525383,"Very Low"
"3422","1974",13.84,330.18,NA,NA,"1974","Lebanon",253.7,NA,NA,0.0419,"Less Than 0.5%","1974","Lebanon",708.786716,2.7937986440678,"High",35.9011,0.141510051241624,"Very Low","1974","Lebanon",58.3013,0.229804099329917,"Very Low"
"3423","1975",13.91,331.11,297.4,1483.57,"1975","Lebanon",257.6,NA,NA,0.0372,"Less Than 0.5%","1975","Lebanon",626.510659,2.43210659549689,"High",25.295318,0.0981961102484472,"Very Low","1975","Lebanon",56.536,0.219472049689441,"Very Low"
"3424","1976",13.83,332.04,NA,NA,"1976","Lebanon",259.6,NA,NA,0.0333,"Less Than 0.5%","1976","Lebanon",592.403235,2.28198472650231,"Low",29.2543279999999,0.11269001540832,"Very Low","1976","Lebanon",54.8475,0.211276964560863,"Very Low"
"3425","1977",14.11,333.83,NA,NA,"1977","Lebanon",260.2,NA,NA,0.0293,"Less Than 0.5%","1977","Lebanon",538.551766,2.06976082244427,"Low",27.736909,0.106598420445811,"Very Low","1977","Lebanon",55.8209,0.214530745580323,"Very Low"
"3426","1978",14.02,335.4,298.82,1532.77,"1978","Lebanon",259.7,NA,NA,0.0296,"Less Than 0.5%","1978","Lebanon",549.589034,2.11624579899885,"Low",31.87358,0.122732306507509,"Very Low","1978","Lebanon",60.1605,0.231653831343858,"Very Low"
"3427","1979",14.13,336.84,300.04,1549.53,"1979","Lebanon",259.1,NA,NA,0.0295,"Less Than 0.5%","1979","Lebanon",578.522408,2.23281516016982,"Low",34.03614,0.131362948668468,"Very Low","1979","Lebanon",59.776,0.230706291007333,"Very Low"
"3428","1980",14.18,338.75,300.65,1566.28,"1980","Lebanon",258.9,NA,NA,0.0304,"Less Than 0.5%","1980","Lebanon",588.977167,2.27492146388567,"Low",36.81343,0.14219169563538,"Very Low","1980","Lebanon",61.9711,0.239363074546157,"Very Low"
"3429","1981",14.22,340.11,301.23,1583.48,"1981","Lebanon",259.4,NA,NA,0.0311,"Less Than 0.5%","1981","Lebanon",584.426908,2.25299501927525,"Low",38.18673,0.147211757902853,"Very Low","1981","Lebanon",62.453,0.240759444872783,"Very Low"
"3430","1982",14.09,341.45,303.56,1600.69,"1982","Lebanon",260.6,NA,NA,0.0307,"Less Than 0.5%","1982","Lebanon",571.944038,2.19472002302379,"Low",39.5374,0.151716807367613,"Very Low","1982","Lebanon",61.9909,0.237877590176516,"Very Low"
"3431","1983",14.26,343.05,303.78,1617.89,"1983","Lebanon",262.2,NA,NA,0.0374,"Less Than 0.5%","1983","Lebanon",694.221746,2.64768019069413,"Low",37.25394,0.142082151029748,"Very Low","1983","Lebanon",62.2899,0.237566361556064,"Very Low"
"3432","1984",14.07,344.65,304.02,1635.09,"1984","Lebanon",263.8,NA,NA,0.0349,"Less Than 0.5%","1984","Lebanon",671.319832,2.54480603487491,"Low",37.60176,0.142538893100834,"Very Low","1984","Lebanon",63.0743,0.239098938589841,"Very Low"
"3433","1985",14.06,346.12,304.54,1652.29,"1985","Lebanon",265.2,NA,NA,0.0392,"Less Than 0.5%","1985","Lebanon",776.49478,2.92795920060332,"High",36.53753,0.137773491704374,"Very Low","1985","Lebanon",64.3183,0.242527526395173,"Very Low"
"3434","1986",14.14,347.42,305.37,1669.49,"1986","Lebanon",266.1,NA,NA,0.0367,"Less Than 0.5%","1986","Lebanon",747.846136,2.81039509958662,"Low",36.18196,0.135971288989102,"Very Low","1986","Lebanon",65.7793,0.247197670048854,"Very Low"
"3435","1987",14.28,349.19,305.55,1680.66,"1987","Lebanon",266.8,NA,NA,0.0367,"Less Than 0.5%","1987","Lebanon",767.037763,2.87495413418291,"Low",36.05145,0.135125374812594,"Very Low","1987","Lebanon",66.8889,0.250708020989505,"Very Low"
"3436","1988",14.29,351.57,306.49,1698.83,"1988","Lebanon",268.5,1234.24,"Low",0.0339,"Less Than 0.5%","1988","Lebanon",734.566991,2.73581747113594,"Low",34.8564,0.129818994413408,"Very Low","1988","Lebanon",66.7486,0.248598137802607,"Very Low"
"3437","1989",14.19,353.12,307.48,1710.52,"1989","Lebanon",272.6,996.9,"Low",0.0349,"Less Than 0.5%","1989","Lebanon",772.078619,2.83227666544387,"Low",38.2323,0.140250550256787,"Very Low","1989","Lebanon",67.9502,0.249267057960382,"Very Low"
"3438","1990",14.35,354.39,308.78,1709.33,"1990","Lebanon",280.3,1012.64,"Low",0.0355,"Less Than 0.5%","1990","Lebanon",786.78533,2.80694017124509,"Low",37.15722,0.132562326079201,"Very Low","1990","Lebanon",69.8063,0.249041384231181,"Very Low"
"3439","1991",14.29,355.61,309.57,1729.07,"1991","Lebanon",292.2,1605.37,"Low",0.0362,"Less Than 0.5%","1991","Lebanon",811.486724,2.77716195756331,"Low",41.02106,0.140386926762491,"Very Low","1991","Lebanon",73.3521,0.251033880903491,"Very Low"
"3440","1992",14.14,356.45,310,1731.05,"1992","Lebanon",307.6,1899.65,"Low",0.0438,"Less Than 0.5%","1992","Lebanon",972.693651,3.162203026658,"High",44.77175,0.145551853055917,"Very Low","1992","Lebanon",75.8014,0.246428478543563,"Very Low"
"3441","1993",14.18,357.1,310.25,1735.65,"1993","Lebanon",324.6,2446.53,"Low",0.0468,"Less Than 0.5%","1993","Lebanon",1036.961325,3.19458202402957,"Low",50.28014,0.15489876771411,"Very Low","1993","Lebanon",77.9919,0.240270794824399,"Very Low"
"3442","1994",14.24,358.83,310.98,1741.66,"1994","Lebanon",340.3,2820.49,"High",0.0494,"Less Than 0.5%","1994","Lebanon",1112.87,3.27026153394064,"High",46.39522,0.136336232735821,"Very Low","1994","Lebanon",79.8273,0.234579194828093,"Very Low"
"3443","1995",14.37,360.82,311.78,1747.1,"1995","Lebanon",352.8,3321.3,"High",0.0534,"Less Than 0.5%","1995","Lebanon",1228.017895,3.48077634637188,"High",57.40611,0.162715731292517,"Very Low","1995","Lebanon",80.764,0.228922902494331,"Very Low"
"3444","1996",14.22,362.61,312.81,1749.86,"1996","Lebanon",361.1,3791.61,"High",0.0544,"Less Than 0.5%","1996","Lebanon",1278.560167,3.54073710052617,"High",58.31255,0.161485876488507,"Very Low","1996","Lebanon",84.4039,0.233741068955968,"Very Low"
"3445","1997",14.41,363.73,313.53,1753.94,"1997","Lebanon",365.8,4305.64,"High",0.0633,"Less Than 0.5%","1997","Lebanon",1513.236665,4.13678694641881,"High",60.2795,0.16478813559322,"Very Low","1997","Lebanon",85.7373,0.234382996172772,"Very Low"
"3446","1998",14.55,366.7,314.2,1762.43,"1998","Lebanon",369.4,4669.58,"High",0.068,"Less Than 0.5%","1998","Lebanon",1631.552261,4.41676302382241,"High",61.42061,0.166271277747699,"Very Low","1998","Lebanon",88.8003,0.240390633459664,"Very Low"
"3447","1999",14.34,368.38,315.15,1772.33,"1999","Lebanon",374.8,4640.38,"High",0.0688,"Less Than 0.5%","1999","Lebanon",1645.823209,4.3912038660619,"High",60.42396,0.161216542155816,"Very Low","1999","Lebanon",89.3603,0.23842129135539,"Very Low"
"3448","2000",14.33,369.55,316.14,1774.07,"2000","Lebanon",384.3,4491.64,"High",0.063,"Less Than 0.5%","2000","Lebanon",1546.6264,4.02452875357793,"High",59.7859799999999,0.155571116315378,"Very Low","2000","Lebanon",90.4602,0.235389539422326,"Very Low"
"3449","2001",14.47,371.14,316.89,1772.95,"2001","Lebanon",399.1,4422.39,"High",0.0653,"Less Than 0.5%","2001","Lebanon",1640.623253,4.11080744926084,"High",63.12933,0.158179228263593,"Very Low","2001","Lebanon",91.3621,0.228920320721624,"Very Low"
"3450","2002",14.52,373.28,317.47,1773.14,"2002","Lebanon",418.2,4579.46,"High",0.0637,"Less Than 0.5%","2002","Lebanon",1624.438502,3.88435796747967,"High",59.0209,0.141130798660928,"Very Low","2002","Lebanon",94.5674,0.226129603060736,"Very Low"
"3451","2003",14.54,375.8,318.21,1777.41,"2003","Lebanon",438.8,4576.39,"High",0.069,"Less Than 0.5%","2003","Lebanon",1852.746906,4.22230379671832,"High",64.6281799999999,0.147283910665451,"Very Low","2003","Lebanon",96.5734,0.220085232452142,"Very Low"
"3452","2004",14.48,377.52,318.93,1775.44,"2004","Lebanon",456.9,4627.66,"High",0.061,"Less Than 0.5%","2004","Lebanon",1720.768752,3.76618242941563,"High",63.36276,0.13867971109652,"Very Low","2004","Lebanon",97.586,0.21358284088422,"Very Low"
"3453","2005",14.57,379.8,319.6,1774.55,"2005","Lebanon",469.9,4573.54,"High",0.0569,"Less Than 0.5%","2005","Lebanon",1665.347963,3.5440475909768,"Low",64.79434,0.137889636092786,"Very Low","2005","Lebanon",102.276,0.217654820174505,"Very Low"
"3454","2006",14.54,381.9,320.37,1776.4,"2006","Lebanon",476,4632.31,"Low",0.0488,"Less Than 0.5%","2006","Lebanon",1479.2032,3.10756974789916,"Low",63.13708,0.132640924369748,"Very Low","2006","Lebanon",104.091,0.218678571428571,"Very Low"
"3455","2007",14.52,383.79,321.14,1781.75,"2007","Lebanon",476.7,5217.47,"Low",0.0445,"Less Than 0.5%","2007","Lebanon",1375.281444,2.8850040780365,"Low",61.13138,0.128238682609608,"Very Low","2007","Lebanon",106.039,0.222443885043004,"Very Low"
"3456","2008",14.44,385.6,322.11,1789.94,"2008","Lebanon",476.5,6134.13,"Low",0.0547,"Less Than 0.5%","2008","Lebanon",1742.605834,3.65709513955929,"Low",64.1569799999999,0.134642140608604,"Very Low","2008","Lebanon",108.956,0.228658971668416,"Very Low"
"3457","2009",14.55,387.43,322.88,1793.63,"2009","Lebanon",481.3,7371.1,"High",0.0665,"Less Than 0.5%","2009","Lebanon",2097.050996,4.35705588198629,"High",48.5119,0.100793476002493,"Very Low","2009","Lebanon",111.048,0.230725119468107,"Very Low"
"3458","2010",14.62,389.9,323.7,1796.84,"2010","Lebanon",495.3,7756.74,"High",0.0605,"Less Than 0.5%","2010","Lebanon",2001.517216,4.04102002018978,"Low",45.34277,0.091546073087018,"Very Low","2010","Lebanon",112.722,0.227583282858873,"Very Low"
"3459","2011",14.48,391.65,324.61,1803.42,"2011","Lebanon",520.2,7703.39,"Low",0.059,"Less Than 0.5%","2011","Lebanon",2026.4128,3.89544944252211,"Low",45.7961977,0.0880357510572857,"Very Low","2011","Lebanon",113.84922,0.218856632064591,"Very Low"
"3460","2012",14.54,393.85,325.58,1810.33,"2012","Lebanon",553.8,7985.85,"Low",0.0641,"Less Than 0.5%","2012","Lebanon",2236.883251,4.03915357710365,"Low",46.2496254,0.0835132275189599,"Very Low","2012","Lebanon",114.97644,0.207613651137595,"Very Low"
"3461","2013",14.57,396.52,326.53,1815.44,"2013","Lebanon",591.3,7923.85,"Low",0.063,"Less Than 0.5%","2013","Lebanon",2219.636,3.75382377811601,"Low",NA,NA,NA,"2013","Lebanon",NA,NA,NA
"3462","2014",14.64,398.65,327.61,1824.4,"2014","Lebanon",626.1,7712.06,"Low",0.0668,"Less Than 0.5%","2014","Lebanon",2370.382009,3.78594794601501,"Low",NA,NA,NA,"2014","Lebanon",NA,NA,NA
"3463","2015",14.83,400.83,328.51,1834.63,"2015","Lebanon",653.3,7649.83,"High",0.06,"Less Than 0.5%","2015","Lebanon",2126.918574,3.25565371804684,"Low",NA,NA,NA,"2015","Lebanon",NA,NA,NA
"3464","2016",14.89,404.24,329.29,1842.4,"2016","Lebanon",671.4,7634.95,"High",0.0554,"Less Than 0.5%","2016","Lebanon",1975.740659,2.94271769288055,"Low",NA,NA,NA,"2016","Lebanon",NA,NA,NA
"3465","2017",14.81,406.55,NA,1849.63,"2017","Lebanon",681.9,7838.34,"High",0.0541,"Less Than 0.5%","2017","Lebanon",1954.68014,2.86652022290658,"Low",NA,NA,NA,"2017","Lebanon",NA,NA,NA
"3466","1955",13.77,314.71,290.1,1207.03,"1955","Liberia",101.1,NA,NA,8e-04,"Less Than 0.5%","1955","Liberia",5.8624,0.0579861523244313,"Very Low",NA,NA,NA,"1955","Liberia",NA,NA,NA
"3467","1956",13.72,315.34,NA,NA,"1956","Liberia",103.1,NA,NA,6e-04,"Less Than 0.5%","1956","Liberia",4.7632,0.0461998060135791,"Very Low",NA,NA,NA,"1956","Liberia",NA,NA,NA
"3468","1957",13.97,315.34,NA,NA,"1957","Liberia",105.2,NA,NA,0.0011,"Less Than 0.5%","1957","Liberia",8.4272,0.080106463878327,"Very Low",NA,NA,NA,"1957","Liberia",NA,NA,NA
"3469","1958",14.03,315.34,NA,NA,"1958","Liberia",107.3,NA,NA,0.002,"Less Than 0.5%","1958","Liberia",16.1216,0.150247903075489,"Very Low",NA,NA,NA,"1958","Liberia",NA,NA,NA
"3470","1959",13.98,315.97,NA,NA,"1959","Liberia",109.6,NA,NA,0.0016,"Less Than 0.5%","1959","Liberia",14.2896,0.130379562043796,"Very Low",NA,NA,NA,"1959","Liberia",NA,NA,NA
"3471","1960",13.95,316.91,291.4,1262.97,"1960","Liberia",111.9,NA,NA,0.0018,"Less Than 0.5%","1960","Liberia",16.488,0.147345844504021,"Very Low",NA,NA,NA,"1960","Liberia",NA,NA,NA
"3472","1961",14,317.64,NA,NA,"1961","Liberia",114.2,NA,NA,0.0017,"Less Than 0.5%","1961","Liberia",16.1216,0.141169877408056,"Very Low",NA,NA,NA,"1961","Liberia",NA,NA,NA
"3473","1962",14.01,318.45,NA,NA,"1962","Liberia",116.7,NA,NA,0.0026,"Less Than 0.5%","1962","Liberia",25.2816,0.216637532133676,"Very Low",NA,NA,NA,"1962","Liberia",NA,NA,NA
"3474","1963",14.02,318.99,NA,NA,"1963","Liberia",119.2,NA,NA,0.0034,"Less Than 0.5%","1963","Liberia",35.5408,0.298161073825503,"Very Low",NA,NA,NA,"1963","Liberia",NA,NA,NA
"3475","1964",13.76,319.62,NA,NA,"1964","Liberia",121.8,NA,NA,0.0044,"Less Than 0.5%","1964","Liberia",48.3648,0.397083743842365,"Low",NA,NA,NA,"1964","Liberia",NA,NA,NA
"3476","1965",13.83,320.04,292.9,1328.47,"1965","Liberia",124.5,NA,NA,0.0049,"Less Than 0.5%","1965","Liberia",55.6928,0.44733172690763,"Low",NA,NA,NA,"1965","Liberia",NA,NA,NA
"3477","1966",13.89,321.38,NA,NA,"1966","Liberia",127.3,NA,NA,0.0051,"Less Than 0.5%","1966","Liberia",61.1888,0.480666142969364,"Low",NA,NA,NA,"1966","Liberia",NA,NA,NA
"3478","1967",13.9,322.16,NA,NA,"1967","Liberia",130.3,NA,NA,0.0049,"Less Than 0.5%","1967","Liberia",61.1888,0.469599386032233,"Low",NA,NA,NA,"1967","Liberia",NA,NA,NA
"3479","1968",13.87,323.04,NA,NA,"1968","Liberia",133.4,NA,NA,0.0068,"Less Than 0.5%","1968","Liberia",88.281599,0.661781101949026,"Low",NA,NA,NA,"1968","Liberia",NA,NA,NA
"3480","1969",14.01,324.62,NA,NA,"1969","Liberia",136.7,NA,NA,0.0092,"Less Than 0.5%","1969","Liberia",127.111084,0.929854308705194,"Low",NA,NA,NA,"1969","Liberia",NA,NA,NA
"3481","1970",13.96,325.68,294.9,1403.19,"1970","Liberia",140.1,NA,NA,0.0098,"Less Than 0.5%","1970","Liberia",145.058741,1.03539429693076,"Low",13.41153,0.0957282655246253,"Very Low","1970","Liberia",49.3168,0.35201142041399,"Very Low"
"3482","1971",13.83,326.32,NA,NA,"1971","Liberia",143.7,NA,NA,0.0099,"Less Than 0.5%","1971","Liberia",152.386741,1.06045052887961,"Low",13.688701,0.0952588796102992,"Very Low","1971","Liberia",50.9303,0.354421016005567,"Very Low"
"3483","1972",13.94,327.45,NA,NA,"1972","Liberia",147.5,NA,NA,0.0094,"Less Than 0.5%","1972","Liberia",150.554741,1.02071010847458,"Low",13.955518,0.0946136813559322,"Very Low","1972","Liberia",52.5946,0.356573559322034,"Very Low"
"3484","1973",14.09,329.68,NA,NA,"1973","Liberia",151.4,NA,NA,0.0088,"Less Than 0.5%","1973","Liberia",147.989941,0.977476492734478,"Low",14.682716,0.0969796301188904,"Very Low","1973","Liberia",55.0119,0.363354689564069,"Very Low"
"3485","1974",13.84,330.18,NA,NA,"1974","Liberia",155.6,NA,NA,0.0102,"Less Than 0.5%","1974","Liberia",172.172341,1.10650604755784,"Low",13.646975,0.0877054948586118,"Very Low","1974","Liberia",54.4,0.34961439588689,"Very Low"
"3486","1975",13.91,331.11,297.4,1483.57,"1975","Liberia",160,NA,NA,0.0088,"Less Than 0.5%","1975","Liberia",148.356341,0.92722713125,"Low",14.048301,0.08780188125,"Very Low","1975","Liberia",54.5626,0.34101625,"Very Low"
"3487","1976",13.83,332.04,NA,NA,"1976","Liberia",164.6,NA,NA,0.0083,"Less Than 0.5%","1976","Liberia",147.560118,0.89647702308627,"Low",15.0102,0.0911919805589308,"Very Low","1976","Liberia",55.2426,0.335617253948967,"Very Low"
"3488","1977",14.11,333.83,NA,NA,"1977","Liberia",169.2,NA,NA,0.008,"Less Than 0.5%","1977","Liberia",147.136238,0.86959951536643,"Low",17.375779,0.102693729314421,"Very Low","1977","Liberia",62.9278,0.371913711583924,"Very Low"
"3489","1978",14.02,335.4,298.82,1532.77,"1978","Liberia",174.1,NA,NA,0.0081,"Less Than 0.5%","1978","Liberia",150.315203,0.863384279149914,"Low",16.945964,0.0973346582423894,"Very Low","1978","Liberia",62.9106,0.361347501435956,"Very Low"
"3490","1979",14.13,336.84,300.04,1549.53,"1979","Liberia",179.4,NA,NA,0.0099,"Less Than 0.5%","1979","Liberia",194.189906,1.08244094760312,"Low",18.378691,0.102445323299889,"Very Low","1979","Liberia",66.2381,0.369220178372352,"Very Low"
"3491","1980",14.18,338.75,300.65,1566.28,"1980","Liberia",185.3,NA,NA,0.0105,"Less Than 0.5%","1980","Liberia",203.755798,1.09959955747437,"Low",20.289562,0.109495747436589,"Very Low","1980","Liberia",69.3175,0.374082568807339,"Very Low"
"3492","1981",14.22,340.11,301.23,1583.48,"1981","Liberia",191.9,NA,NA,0.0103,"Less Than 0.5%","1981","Liberia",193.49433,1.00830812923398,"Low",18.9869419999999,0.0989418551328812,"Very Low","1981","Liberia",68.3703,0.356280875455967,"Very Low"
"3493","1982",14.09,341.45,303.56,1600.69,"1982","Liberia",198.9,NA,NA,0.0032,"Less Than 0.5%","1982","Liberia",59.740773,0.300355822021116,"Very Low",20.4610539999999,0.10287106083459,"Very Low","1982","Liberia",71.1984,0.357960784313725,"Very Low"
"3494","1983",14.26,343.05,303.78,1617.89,"1983","Liberia",205.7,NA,NA,0.0038,"Less Than 0.5%","1983","Liberia",70.651793,0.343470068060282,"Very Low",20.371588,0.099035430238211,"Very Low","1983","Liberia",71.1905,0.346088964511424,"Very Low"
"3495","1984",14.07,344.65,304.02,1635.09,"1984","Liberia",211.2,NA,NA,0.0036,"Less Than 0.5%","1984","Liberia",69.543247,0.329276737689394,"Very Low",20.249696,0.0958792424242424,"Very Low","1984","Liberia",73.1,0.346117424242424,"Very Low"
"3496","1985",14.06,346.12,304.54,1652.29,"1985","Liberia",214.6,NA,NA,0.0036,"Less Than 0.5%","1985","Liberia",71.608427,0.33368325722274,"Very Low",20.063603,0.0934930242311277,"Very Low","1985","Liberia",75.0103,0.34953541472507,"Very Low"
"3497","1986",14.14,347.42,305.37,1669.49,"1986","Liberia",215.8,NA,NA,0.0035,"Less Than 0.5%","1986","Liberia",72.287853,0.334976149212234,"Very Low",20.920288,0.0969429471733086,"Very Low","1986","Liberia",81.3975,0.37718952734013,"Very Low"
"3498","1987",14.28,349.19,305.55,1680.66,"1987","Liberia",215.3,NA,NA,0.0036,"Less Than 0.5%","1987","Liberia",75.846239,0.352281648862053,"Very Low",21.422643,0.0995013608917789,"Very Low","1987","Liberia",83.3329,0.387054807245704,"Very Low"
